,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_ALT_RESP,EXP_JOB_CLASS_FUNCTION,COURSE_COUNT,COURSE_LENGTH,COURSE_SUBJECT,MISC_COURSE_DETAILS,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,ADDTL_LIC,EXAM_TYPE,ENTRY_SALARY_GEN,ENTRY_SALARY_DWP,OPEN_DATE,REQUIREMENT_SET_TEXT,REQUIREMENT_SUBSET_TEXT,REQUIREMENT_CONJUNCTION
1274,TRUCK AND EQUIPMENT DISPATCHER 3586 052617 (4) REVISED.txt,Truck And Equipment Dispatcher,3586,1,-,"A Truck and Equipment Dispatcher assigns, reviews, and evaluates the work of employees engaged in the operation of heavy duty trucks and construction equipment; dispatches heavy duty transportation and construction equipment; establishes schedules and routes for such equipment; arranges for inspection of equipment to determine necessity for repairs; recommends and arranges rental of transportation or construction equipment and contracts; coordinates the assignment and placement of such equipment; obtains necessary transportation permits; uses automated technology and information systems to record, monitor, analyze, and act upon fleet related data; evaluates and recommends equipment rate adjustment; may act as Lead Dispatcher, and evaluates the need for and provides training to staff as necessary; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",-,-,-,3.0,full time,"Heavy Duty Truck Operator, Equipment Operator",-,-,-,-,-,-,R,A,-,INT_DEPT_PROM,"$72,036 to $89,470",-,05-26-17,"Three years of full-time paid experience with the City of Los Angeles as a Heavy Duty Truck Operator, Equipment Operator, or Power Shovel Operator; and",-,and
1275,TRUCK AND EQUIPMENT DISPATCHER 3586 052617 (4) REVISED.txt,Truck And Equipment Dispatcher,3586,2,-,"A Truck and Equipment Dispatcher assigns, reviews, and evaluates the work of employees engaged in the operation of heavy duty trucks and construction equipment; dispatches heavy duty transportation and construction equipment; establishes schedules and routes for such equipment; arranges for inspection of equipment to determine necessity for repairs; recommends and arranges rental of transportation or construction equipment and contracts; coordinates the assignment and placement of such equipment; obtains necessary transportation permits; uses automated technology and information systems to record, monitor, analyze, and act upon fleet related data; evaluates and recommends equipment rate adjustment; may act as Lead Dispatcher, and evaluates the need for and provides training to staff as necessary; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",-,-,-,-,-,-,-,-,-,-,-,-,R,A,-,INT_DEPT_PROM,"$72,036 to $89,470",-,05-26-17,A valid California Class A driver's license with TX endorsements and a valid medical certificate approved by the State of California Department of Motor Vehicles are required at the time of filing.,-,-
1276,TRUCK OPERATOR 3583 012618.txt,Truck Operator,3583,1,-,"A Truck Operator drives a truck with a Gross Vehicle Weight Rating of up to 51,999 lbs. and may be required to operate mechanical attachments on the truck; may be required to pull a trailer under 10,000 lbs. Gross Vehicle Weight with a combined length of less than 40 feet; and may work as a manual laborer or direct a manual labor crew during periods of the day when not driving.",-,-,-,-,-,-,-,-,-,-,-,-,R,A OR B,-,OPEN_INT_PROM,"$52,262 to $64,915","$53,264 to $66,168",01-26-18,A valid unrestricted California commercial Class A or Class B driver's license and valid medical certificate approved by the State of California Department of Motor Vehicles; and,-,and
1277,TRUCK OPERATOR 3583 012618.txt,Truck Operator,3583,2,-,"A Truck Operator drives a truck with a Gross Vehicle Weight Rating of up to 51,999 lbs. and may be required to operate mechanical attachments on the truck; may be required to pull a trailer under 10,000 lbs. Gross Vehicle Weight with a combined length of less than 40 feet; and may work as a manual laborer or direct a manual labor crew during periods of the day when not driving.",-,-,-,1.0,full time,-,-,"driving a truck or bus carrying a payload of at least 3,000 lbs.",-,-,-,-,R,A OR B,-,OPEN_INT_PROM,"$52,262 to $64,915","$53,264 to $66,168",01-26-18,"One year of full-time paid experience driving a truck or bus carrying a payload of at least 3,000 lbs.",-,-
1278,UNDERGROUND DISTRIBUTION CONSTRUCTION MECHANIC 3812 101918.txt,Underground Distribution Construction Mechanic,3812,1,-,"An Underground Distribution Construction Mechanic constructs, maintains, and repairs underground ducts, maintenance holes, and vaults.",-,-,-,1.0,full time,"Maintenance Laborer, Maintenance",-,-,-,-,-,-,R,B,-,OPEN_INT_PROM,"$70,783 to $87,946",-,10-19-18,"One year of full-time paid experience as a Maintenance Laborer, Maintenance and Construction Helper, or Electrical Craft Helper with the City of Los Angeles; or",-,or
1279,UNDERGROUND DISTRIBUTION CONSTRUCTION MECHANIC 3812 101918.txt,Underground Distribution Construction Mechanic,3812,2,-,"An Underground Distribution Construction Mechanic constructs, maintains, and repairs underground ducts, maintenance holes, and vaults.",-,-,-,1.0,full time,-,-,"experience in maintenance and construction work involving pipeline construction, asphalt work, electrical conduit construction, or concrete and cement work or carpentry",-,-,-,-,R,B,-,OPEN_INT_PROM,"$70,783 to $87,946",-,10-19-18,"One year full-time paid experience in maintenance and construction work involving pipeline construction, asphalt work, electrical conduit construction, or concrete and cement work or carpentry; or",-,or
1280,UNDERGROUND DISTRIBUTION CONSTRUCTION MECHANIC 3812 101918.txt,Underground Distribution Construction Mechanic,3812,3,-,"An Underground Distribution Construction Mechanic constructs, maintains, and repairs underground ducts, maintenance holes, and vaults.",-,-,-,1.0,full time,Utility Pre-Craft Trainee,-,"working on a district crew in Power Distribution overhead and underground, or with Water Distribution,",-,-,-,-,R,B,-,OPEN_INT_PROM,"$70,783 to $87,946",-,10-19-18,"One year of full-time paid experience as a Utility Pre-Craft Trainee with the Los Angeles Department of Water and Power, with: six months in the Underground Construction Mechanic trade, or working on a district crew in Power Distribution overhead and underground, or with Water Distribution, or",-,or
1281,UNDERGROUND DISTRIBUTION CONSTRUCTION MECHANIC 3812 101918.txt,Underground Distribution Construction Mechanic,3812,4,-,"An Underground Distribution Construction Mechanic constructs, maintains, and repairs underground ducts, maintenance holes, and vaults.",-,-,-,1.0,full time,-,-,"experience in maintenance and construction work involving pipeline construction, asphalt work, electrical conduit construction, or concrete and cement work or carpentry while in the United States Armed Forces.",-,-,-,-,R,B,-,OPEN_INT_PROM,"$70,783 to $87,946",-,10-19-18,"One year full-time paid experience in maintenance and construction work involving pipeline construction, asphalt work, electrical conduit construction, or concrete and cement work or carpentry while in the United States Armed Forces.",-,-
1282,UNDERGROUND DISTRIBUTION CONSTRUCTION SUPERVISOR 3814 121418 REV 122718 (1).txt,Underground Distribution Construction Supervisor,3814,1.,-,"An Underground Distribution Construction Supervisor assigns, reviews, and evaluates the work of a group of technical employees engaged in the construction, maintenance, and repair of underground ducts, maintenance holes, and vaults; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",-,-,-,3.0,full time,Underground Distribution Construction Mechanic,-,-,-,-,-,-,R,-,-,INT_DEPT_PROM,"$110,476 to $116,635",-,12-14-18,Three years of full-time paid experience with the City of Los Angeles as an Underground Distribution Construction Mechanic.,-,-
1283,UPHOLSTERER 3723 041715.txt,Upholsterer,3723,1.,-,"An Upholsterer repairs and replaces upholstery on automotive seats and office furniture through the use of leather, plastic, fabric, canvas, and vinyl plastic materials. Modifies, fabricates, and constructs vehicle interior and exterior paneling, awnings, covers, curtains, floor mats, compartments and insulation, through the use of masonite, plywood, cardboard, rubber, vinyl, cloth and foam materials.",-,-,-,5.0,full time,-,-,experience in automotive and furniture upholstery repair work.,-,-,-,-,P,-,-,OPEN,"$75,335","$53,766 to $66,816",04-17-15,Five years of full-time paid experience in automotive and furniture upholstery repair work.,-,-
1284,UTILITIES SERVICE INVESTIGATOR 1631 101615 (1).txt,Utilities Service Investigator,1631,1,-,"A Utilities Service Investigator (USI) works under general supervision to determine and secure evidence of any criminal or civil incident involving Department of Water and Power property and facilities; conducts internal investigations of matters that potentially involve violation of City or Department policy, or state laws which may involve criminal misconduct by Department employees; prepares investigative strategies and methods of inquiry for various incidents; conducts interviews related to incidents; examines and investigates allegations of fraud and conflicts of interest; prepares detailed, complete investigative written reports; provides comprehensive oral presentations of investigative findings; gathers intelligence affecting the Department; and serves as liaison to law enforcement agencies.",-,-,-,2.0,full time,Senior Commercial Field Representative,-,conducting field investigations relative to industrial theft and vandalism or diversion of utility services,-,-,-,-,R,-,-,OPEN_INT_PROM,"$91,892 to $114,150",-,10-16-15,Two years of full-time paid experience in a position at least at the level of Senior Commercial Field Representative conducting field investigations relative to industrial theft and vandalism or diversion of utility services; or,-,or
